time,temp
2025-04-13 23:49:13,4.76
2025-04-13 23:55:01,4.76
2025-04-14 03:14:45,6.76
2025-04-14 03:55:47,6.76
2025-04-14 04:40:13,5.76
2025-04-14 04:51:54,5.76
2025-04-14 04:57:15,5.76
2025-04-14 05:38:30,6.76
2025-04-14 05:45:59,6.76
2025-04-14 05:51:52,6.76
2025-04-14 05:57:18,6.76
2025-04-14 06:50:21,5.76
2025-04-14 06:56:58,5.76
2025-04-14 07:31:15,5.76
2025-04-14 07:41:55,5.76
2025-04-14 07:47:40,5.76
2025-04-14 07:53:03,5.76
2025-04-14 07:58:21,5.76
2025-04-14 08:47:53,5.76
2025-04-14 08:56:52,5.76
2025-04-14 09:38:05,5.76
2025-04-14 09:47:16,5.76
2025-04-14 09:52:39,5.76
2025-04-14 09:58:02,5.76
2025-04-14 10:43:21,5.76
2025-04-14 10:52:34,5.76
2025-04-14 10:57:59,5.76
